"Licence Number","Licence Description","Licence Type","Licence Status","Licensee","Additional Licensee","Trading Name","Dtf Location","Start Date","Expiry Date","Council Area","Postcode","longitude","latitude"
114129,"Licensing Act 2003","Premises Licence","Granted","Mr Alisan Gundogdu",NA,"Howards Cafe","17 The Arcade, Bognor Regis, West Sussex, PO21 1LH","06/10/2020",NA,"Arun","PO21 1LH",-0.672258,50.78323
10094,"Licensing Act 2003","Premises Licence","Granted","Highdown Garden Centre Limited",NA,"Highdown Garden Centre","HIGHDOWN GARDEN CENTRE, Littlehampton Road, Ferring, WORTHING, West Sussex, BN12 6PW","29/09/2020",NA,"Arun","BN12 6PW",-0.45866,50.820012
6513,"Licensing Act 2003","Premises Licence","Granted","Ms Angela Phillips",NA,"Unicorn Public House","THE UNICORN PUBLIC HOUSE, 76, High Street, BOGNOR REGIS, West Sussex, PO21 1RZ","06/10/2020",NA,"Arun","PO21 1RZ",-0.67549,50.782547
114205,"Licensing Act 2003","Premises Licence","Suspended","Julie Connelly",NA,"West Meads Post Office","10 The Precinct, Aldwick, Bognor Regis, West Sussex, PO21 5SB","11/11/2020",NA,"Arun","PO21 5SB",-0.701481,50.788299
6525,"Licensing Act 2003","Premises Licence","Granted","Mr Nilaan Puvirajasingam",NA,"Grande Wines","73 Felpham Road, Felpham, BOGNOR REGIS, West Sussex, PO22 7PA","19/10/2020",NA,"Arun","PO22 7PA",-0.654322,50.790327
14800,"Licensing Act 2003","Premises Licence","Granted","Loungers UK Limited",NA,"Establo Lounge","1 Ash Lane, Rustington, LITTLEHAMPTON, West Sussex, BN16 3BU","09/10/2020",NA,"Arun","BN16 3BU",-0.505291,50.810879
112374,"Licensing Act 2003","Premises Licence","Granted","Harbour Lights (Littlehampton) Ltd",NA,"Harbour Lights Cafe","THE LOOK AND SEA CENTRE, Surrey Street, LITTLEHAMPTON, West Sussex, BN17 5AW","28/10/2020",NA,"Arun","BN17 5AW",-0.545205,50.80811
9182,"Licensing Act 2003","Premises Licence","Granted","Lobster Pot (Bognor Regis) Ltd",NA,"Lobster Pot Cafe","THE LOBSTER POT, Canning Road, Felpham, BOGNOR REGIS, West Sussex, PO22 7AD","28/10/2020",NA,"Arun","PO22 7AD",-0.655598,50.786385
6688,"Licensing Act 2003","Premises Licence","Granted","Mr C S R Smith & Mrs V A Smith",NA,"Black Horse","BLACK HORSE INN, Binsted Lane, Walberton, ARUNDEL, West Sussex, BN18 0LP","27/11/2020",NA,"Arun","BN18 0LP",-0.608885,50.848905
9499,"Licensing Act 2003","Premises Licence","Granted","Iceland Foods Ltd",NA,"Iceland","19 - 23 Surrey Street, LITTLEHAMPTON, West Sussex, BN17 5AY","20/10/2020",NA,"Arun","BN17 5AY",-0.543336,50.80887
111958,"Licensing Act 2003","Premises Licence","Granted","Edgcumbe Tea and Coffee Ltd",NA,"The Edge Cafe","TEA AND COFFEE SHOP, WICKS FARM HOUSE, Ford Lane, Ford, ARUNDEL, West Sussex, BN18 0DF","14/12/2020",NA,"Arun","BN18 0DF",-0.592174,50.826114
114266,"Licensing Act 2003","Premises Licence","Granted","One Stop Stores Limited",NA,"One Stop","THE SHIP INN, Aldwick Street, Aldwick, BOGNOR REGIS, West Sussex, PO21 3AP","23/02/2021",NA,"Arun","PO21 3AP",-0.705509,50.781454
10030,"Licensing Act 2003","Premises Licence","Granted","Findon Garden Centre",NA,"Findon Garden Centre","FINDON GARDEN CENTRE, Findon Road, Findon, WORTHING, West Sussex, BN14 0TL","06/01/2021",NA,"Arun","BN14 0TL",-0.406803,50.861187
114454,"Licensing Act 2003","Premises Licence","Granted","Claire Simmonds",NA,"Mopani Trading","Unit D1, Ford Airfield Industrial Estate, Rollaston Park, Ford, Arundel, West Sussex, BN18 0HY","18/02/2021",NA,"Arun","BN18 0HY",-0.596401,50.819159
13243,"Licensing Act 2003","Premises Licence","Granted","Rodrigues Portuguese Grill Ltd",NA,"Portuguese Grill","33 High Street, Littlehampton, West Sussex, BN17 5EG","12/12/2020",NA,"Arun","BN17 5EG",-0.543474,50.809923
11573,"Licensing Act 2003","Premises Licence","Granted","Johanna Maria Van Akkeren",NA,"House Arundel","11 High Street, Arundel, West Sussex, BN18 9AD","16/02/2021",NA,"Arun","BN18 9AD",-0.55358,50.854025
114510,"Licensing Act 2003","Premises Licence","Granted","Phoenix Frozen Foods Ltd",NA,"Phoenix Frozen Foods","UNIT, 56, THE VINERY, Arundel Road, Poling, ARUNDEL, West Sussex, BN18 9PY","25/03/2021",NA,"Arun","BN18 9PY",-0.508064,50.840233
10305,"Licensing Act 2003","Premises Licence","Suspended","Mr S V Young",NA,"Rustington Manor","RUSTINGTON MANOR HOTEL AND RESTAURANT, 12, Broadmark Lane, Rustington, LITTLEHAMPTON, West Sussex, BN16 2HH","19/02/2021",NA,"Arun","BN16 2HH",-0.505625,50.807511
13537,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco","15 - 17 Station Road, Bognor Regis, West Sussex, PO21 1QD","16/03/2021",NA,"Arun","PO21 1QD",-0.675957,50.785853
114659,"Licensing Act 2003","Premises Licence","Granted","Alistair Morrell",NA,"Cider Is Wine Ltd","UNIT K, RIVERSIDE INDUSTRIAL ESTATE, Bridge Road, LITTLEHAMPTON, West Sussex, BN17 5DF","28/04/2021",NA,"Arun","BN17 5DF",-0.556188,50.812788
114678,"Licensing Act 2003","Premises Licence","Granted","Ms Christine Coe",NA,"Rita's Cafe","Rope Walk, Littlehampton, West Sussex, BN17 5DE","07/05/2021",NA,"Arun","BN17 5DE",-0.549126,50.808626
6747,"Licensing Act 2003","Premises Licence","Granted","Mr Justin Watkins",NA,"The Spotted Cow","THE SPOTTED COW, High Street, Angmering, LITTLEHAMPTON, West Sussex, BN16 4AW","20/04/2021",NA,"Arun","BN16 4AW",-0.475082,50.828429
114697,"Licensing Act 2003","Premises Licence","Granted","Thusyanthan Thiyagarajah",NA,"Kingley Gate Bay","86 Benjamin Gray Drive, LITTLEHAMPTON, West Sussex, BN17 7FA","18/05/2021",NA,"Arun","BN17 7FA",-0.558375,50.823516
9685,"Licensing Act 2003","Premises Licence","Granted","Mrs Jessica Olivia Clifton",NA,"Fig","10, CHURCHILL COURT, 112 - 114, The Street, Rustington, LITTLEHAMPTON, West Sussex, BN16 3DA","28/05/2021",NA,"Arun","BN16 3DA",-0.505872,50.810904
114741,"Licensing Act 2003","Premises Licence","Suspended","Mr George Mitchell",NA,"Mitchell's Travel - Not Just Coffee","2 London Road, BOGNOR REGIS, West Sussex, PO21 1QU","23/06/2021",NA,"Arun","PO21 1QU",-0.673108,50.783771
114749,"Licensing Act 2003","Premises Licence","Granted","Megan Grover",NA,"Lulamae's Cafe","13 High Street, Arundel, West Sussex, BN18 9AD","07/06/2021",NA,"Arun","BN18 9AD",-0.55358,50.854025
6540,"Licensing Act 2003","Premises Licence","Granted","Co-Operative Group Food Ltd - Dept 10227 - Licensing",NA,"Co-op","15 - 17 Queen Street, Arundel, West Sussex, BN18 9JG","05/05/2021",NA,"Arun","BN18 9JG",-0.55206,50.853098
15408,"Licensing Act 2003","Premises Licence","Granted","Mr Michael John Newton-Young",NA,"Chez Moi","49 Aldwick Road, Bognor Regis, West Sussex, PO21 2NJ","23/06/2017",NA,"Arun","PO21 2NJ",-0.685592,50.781205
113774,"Licensing Act 2003","Premises Licence","Granted","Miss Sally Jane Beituni",NA,"The Resourceful Squirrel","RED LION BUILDINGS, High Street, Angmering, LITTLEHAMPTON, West Sussex, BN16 4AE","30/06/2021",NA,"Arun","BN16 4AE",-0.482407,50.828911
6568,"Licensing Act 2003","Premises Licence","Granted","Lillywhite Pub Group Ltd",NA,"The Fox Inn","THE FOX INN, Waterloo Road, Felpham, BOGNOR REGIS, West Sussex, PO22 7EH","14/06/2021",NA,"Arun","PO22 7EH",-0.652879,50.789699
114908,"Licensing Act 2003","Premises Licence","Granted","Home Grown Hotels Ltd",NA,"The Pig in the South Downs","MADEHURST LODGE, Madehurst Road, Madehurst, ARUNDEL, West Sussex, BN18 0NL","16/07/2021",NA,"Arun","BN18 0NL",-0.600198,50.885205
114910,"Licensing Act 2003","Premises Licence","Granted","Mr GOKHAN GUNDESOGLU",NA,"GİO'S ESPRESSO BAR","KIOSK 1, 21, The Square, Barnham, BOGNOR REGIS, West Sussex, PO22 0HB","22/07/2021",NA,"Arun","PO22 0HB",-0.640548,50.832048
6410,"Licensing Act 2003","Premises Licence","Granted","Boudin Noir ltd",NA,"Boudin noir ltd","THE GUN INN, High Street, Findon, WORTHING, West Sussex, BN14 0TA","09/12/2010",NA,"Arun","BN14 0TA",-0.408218,50.866866
6508,"Licensing Act 2003","Premises Licence","Granted","Mr Mark Lane",NA,"The Felpham Tap LTD","THATCHED HOUSE INN, 8, Limmer Lane, Felpham, BOGNOR REGIS, West Sussex, PO22 7EJ","27/08/2018",NA,"Arun","PO22 7EJ",-0.652895,50.790122
6772,"Licensing Act 2003","Premises Licence","Granted","Motor Fuel Limited",NA,"Bognor Regis Service Station","PETROL FILLING STATION, 97 Felpham Way, Felpham, BOGNOR REGIS, West Sussex, PO22 8QB","18/02/2021",NA,"Arun","PO22 8QB",-0.641817,50.793707
13171,"Licensing Act 2003","Premises Licence","Granted","Co-Operative Group Food Ltd - Dept 10227 - Licensing",NA,"Co-operative Food","The Coop, The Parade, Pagham, Bognor Regis, West Sussex, PO21 4TW","13/11/2019",NA,"Arun","PO21 4TW",-0.73854,50.770279
6505,"Licensing Act 2003","Premises Licence","Granted","Punch Partnerships (PTL) Ltd",NA,"Locomotive","LOCOMOTIVE INN, 74, Lyminster Road, Wick, LITTLEHAMPTON, West Sussex, BN17 7LW","05/03/2018",NA,"Arun","BN17 7LW",-0.542398,50.824442
15706,"Licensing Act 2003","Premises Licence","Granted","Mr Jamie Boyle",NA,"The Dog & Duck","65 High Street, Bognor Regis, West Sussex, PO21 1RY","08/07/2021",NA,"Arun","PO21 1RY",-0.675224,50.78267
115068,"Licensing Act 2003","Premises Licence","Granted","Karen Hope",NA,"Suga'kane","7 York Road, Bognor Regis, West Sussex, PO21 1LW","13/08/2021",NA,"Arun","PO21 1LW",-0.672822,50.783074
6345,"Licensing Act 2003","Premises Licence","Granted","Mitchells and Butlers Leisure Retail Limited",NA,"The Oystercatcher","THE OYSTERCATCHER, Yapton Road, Climping, LITTLEHAMPTON, West Sussex, BN17 5RU","23/07/2021",NA,"Arun","BN17 5RU",-0.589226,50.809748
6872,"Licensing Act 2003","Premises Licence","Granted","Fontwell Park Steeplechase Ltd",NA,"Fontwell Park Racecourse","FONTWELL PARK RACECOURSE, Arundel Road, Fontwell, ARUNDEL, West Sussex, BN18 0SX","12/04/2019",NA,"Arun","BN18 0SX",-0.653455,50.855525
15706,"Licensing Act 2003","Premises Licence","Granted","Mr Jamie Boyle",NA,"The Dog and Duck","65 High Street, Bognor Regis, West Sussex, PO21 1RY","13/08/2021",NA,"Arun","PO21 1RY",-0.675224,50.78267
6543,"Licensing Act 2003","Premises Licence","Granted","Hotel Hardwicke Ltd",NA,"William Hardwicke","THE WILLIAM HARDWICKE, 12, High Street, BOGNOR REGIS, West Sussex, PO21 1SR","13/08/2021",NA,"Arun","PO21 1SR",-0.672488,50.784123
6708,"Licensing Act 2003","Premises Licence","Granted","Stars Pubs & Bars",NA,"Station","The Station Public House, 26, Station Road, Bognor Regis, West Sussex, PO21 1QF","09/08/2021",NA,"Arun","PO21 1QF",-0.676061,50.786169
6455,"Licensing Act 2003","Premises Licence","Granted","Co-Operative Group Food Ltd - Dept 10227 - Licensing",NA,"Co-op","2 Nyetimber Lane, Aldwick, BOGNOR REGIS, West Sussex, PO21 3HG","11/08/2021",NA,"Arun","PO21 3HG",-0.717217,50.784597
115278,"Licensing Act 2003","Premises Licence","Granted","Picturedrome Electric Theatre Company Ltd",NA,"Picturedrome Dining Room","1A Linden Road, Bognor Regis, West Sussex, PO21 2AL","30/09/2021",NA,"Arun","PO21 2AL",-0.67747,50.786518
6465,"Licensing Act 2003","Premises Licence","Granted","Nisanthan Navaraththinam",NA,"AA mini market","112 Clun Road, Wick, LITTLEHAMPTON, West Sussex, BN17 7ER","09/09/2021",NA,"Arun","BN17 7ER",-0.553159,50.817103
6555,"Licensing Act 2003","Premises Licence","Granted","Hawthorn Leisure Ltd",NA,"The Crown","The Crown Hotel, 29, High Street, Littlehampton, West Sussex, BN17 5EG","20/10/2021",NA,"Arun","BN17 5EG",-0.543474,50.809923
115398,"Licensing Act 2003","Premises Licence","Granted","Brewz Bar Limited",NA,"Bangerz 'n' Burgerz","144 - 146 The Street, Rustington, LITTLEHAMPTON, West Sussex, BN16 3DA","04/10/2021",NA,"Arun","BN16 3DA",-0.505872,50.810904
115415,"Licensing Act 2003","Premises Licence","Granted","The Trustees Slindon Coronation Hall",NA,"Coronation Hall","SLINDON CORONATION HALL, Reynolds Lane, Slindon, ARUNDEL, West Sussex, BN18 0QT","06/11/2021",NA,"Arun","BN18 0QT",-0.627554,50.861366
6446,"Licensing Act 2003","Premises Licence","Granted","Punch Partnerships (PTL) Ltd",NA,"The Royal Oak","THE ROYAL OAK PUBLIC HOUSE, 336, Chichester Road, Bersted, BOGNOR REGIS, West Sussex, PO21 5JF","11/10/2021",NA,"Arun","PO21 5JF",-0.693505,50.80062
6427,"Licensing Act 2003","Premises Licence","Granted","Southern Co-Operative Ltd",NA,"Co-op","74 - 78 Ferring Street, Ferring, Worthing, West Sussex, BN12 5JP","14/10/2021",NA,"Arun","BN12 5JP",-0.446761,50.815475
14715,"Licensing Act 2003","Premises Licence","Granted","Butlins Skyline Limited",NA,"Butlins Resort","Butlins, Upper Bognor Road, Bognor Regis, West Sussex, PO21 1JJ","19/11/2021",NA,"Arun","PO21 1JJ",-0.661957,50.786547
115531,"Licensing Act 2003","Premises Licence","Granted","University Of Chichester",NA,"University Of Chichester","UNIVERSITY OF CHICHESTER, Upper Bognor Road, BOGNOR REGIS, West Sussex, PO21 1HR","25/10/2021",NA,"Arun","PO21 1HR",-0.665297,50.788565
6500,"Licensing Act 2003","Premises Licence","Granted","Mitchells and Butlers Leisure Retail Limited",NA,"The Wheatsheaf","THE WHEATSHEAF, 85, Hawthorn Road, BOGNOR REGIS, West Sussex, PO21 2BE","08/11/2021",NA,"Arun","PO21 2BE",-0.684681,50.790422
6428,"Licensing Act 2003","Premises Licence","Granted","Jd Wetherspoon PLC",NA,"The Hatters Inn","The Hatters Inn, 2 - 10, Queensway, Bognor Regis, West Sussex, PO21 1QT","19/11/2021",NA,"Arun","PO21 1QT",-0.67573,50.783601
13667,"Licensing Act 2003","Premises Licence","Granted","Mr Thomas Barnes",NA,"Hotham Park Cafe","HOTHAM PARK CAFE, HOTHAM PARK, High Street, Bognor Regis, West Sussex","30/12/2021",NA,"Arun","West Sussex",NA,NA
115715,"Licensing Act 2003","Premises Licence","Granted","Mr Thomas Barnes",NA,"The Lobster Pot","THE LOBSTER POT, Canning Road, Felpham, BOGNOR REGIS, West Sussex, PO22 7AD","30/12/2021",NA,"Arun","PO22 7AD",-0.655598,50.786385
8186,"Licensing Act 2003","Premises Licence","Granted","University Of Chichester",NA,"The Hub","UNIVERSITY OF CHICHESTER, Upper Bognor Road, BOGNOR REGIS, West Sussex, PO21 1HR","24/12/2021",NA,"Arun","PO21 1HR",-0.665297,50.788565
115797,"Licensing Act 2003","Premises Licence","Granted","Lamstone Ltd",NA,"The Stone Room","Restaurant, The Square, Angmering, Littlehampton, West Sussex, BN16 4EA","05/02/2022",NA,"Arun","BN16 4EA",-0.484499,50.828463
6550,"Licensing Act 2003","Premises Licence","Granted","Fuller Smith & Turner PLC",NA,"The Murrell Arms","THE MURRELL ARMS, Yapton Road, Barnham, BOGNOR REGIS, West Sussex, PO22 0AS","07/01/2022",NA,"Arun","PO22 0AS",-0.636169,50.829551
115359,"Licensing Act 2003","Premises Licence","Granted","Miss Charlotte George",NA,"Café Grey","26 Felpham Road, Felpham, Bognor Regis, West Sussex, PO22 7AZ","11/01/2022",NA,"Arun","PO22 7AZ",-0.655849,50.787295
6739,"Licensing Act 2003","Premises Licence","Granted","Mr Mehmet Karakus",NA,"Best Kebab","18 Queensway, Bognor Regis, West Sussex, PO21 1QT","25/09/2020",NA,"Arun","PO21 1QT",-0.67573,50.783601
6630,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco Stores Limited","TESCO SUPERSTORE, Shripney Road, BOGNOR REGIS, West Sussex, PO22 9ND","25/01/2022",NA,"Arun","PO22 9ND",-0.670011,50.79691
6705,"Licensing Act 2003","Premises Licence","Granted","Mr Thomas Peter Edward GARRETT",NA,"Belinda's","13 Tarrant Street, Arundel, West Sussex, BN18 9DG","31/01/2022",NA,"Arun","BN18 9DG",-0.555368,50.854092
12374,"Licensing Act 2003","Premises Licence","Granted","Mr Beston Hussain Mohammad",NA,"Eu Supermarket","49 High Street, Bognor Regis, West Sussex, PO21 1RX","13/03/2014",NA,"Arun","PO21 1RX",-0.674439,50.782832
6473,"Licensing Act 2003","Premises Licence","Granted","Licensing",NA,"One Stop Community Stores","41 Elmer Road, Middleton-on-sea, BOGNOR REGIS, West Sussex, PO22 6DZ","04/12/2015",NA,"Arun","PO22 6DZ",-0.617718,50.795115
6756,"Licensing Act 2003","Premises Licence","Granted","Mitchells and Butlers Leisure Retail Limited",NA,"Windmill Harvester","THE WINDMILL HARVESTER, Coastguard Road, LITTLEHAMPTON, West Sussex, BN17 5LH","14/02/2022",NA,"Arun","BN17 5LH",-0.541159,50.802411
114028,"Licensing Act 2003","Premises Licence","Granted","Mr Halkaout Faizulai",NA,"Bucharest Supermarket","70 London Road, BOGNOR REGIS, West Sussex, PO21 1PT","09/02/2022",NA,"Arun","PO21 1PT",-0.674686,50.786145
7915,"Licensing Act 2003","Premises Licence","Granted","Deffine Foods Ltd",NA,"Kopernik Deli","21 Station Road, Bognor Regis, West Sussex, PO21 1QD","19/06/2017",NA,"Arun","PO21 1QD",-0.675957,50.785853
9745,"Licensing Act 2003","Premises Licence","Granted","Mr David Vernon Carlyle",NA,"Carlyle's Cafe & Restaurant","2, Norfolk House, 15, Felpham Road, Felpham, Bognor Regis, West Sussex, PO22 7DA","20/08/2010",NA,"Arun","PO22 7DA",-0.655913,50.788268
114092,"Licensing Act 2003","Premises Licence","Granted","Khawar Shahzad",NA,"Sussex News","15B Surrey Street, LITTLEHAMPTON, West Sussex, BN17 5AZ","01/03/2022",NA,"Arun","BN17 5AZ",-0.543472,50.809086
10898,"Licensing Act 2003","Premises Licence","Granted","Mr Harshad Jayanti Patel",NA,"Elmer Beach Store","91 - 93 Elmer Road, Middleton-on-sea, BOGNOR REGIS, West Sussex, PO22 6HB","06/12/2011",NA,"Arun","PO22 6HB",-0.610197,50.793227
115392,"Licensing Act 2003","Premises Licence","Granted","Mitchells and Butlers Leisure Retail Limited",NA,"The Southdowns","THE SOUTHDOWNS, 133, Felpham Way, Felpham, BOGNOR REGIS, West Sussex, PO22 8QJ","15/02/2022",NA,"Arun","PO22 8QJ",-0.639236,50.794135
10955,"Licensing Act 2003","Premises Licence","Granted","Haskins Garden Centres Limited",NA,"HASKINS GARDEN CENTRES LIMITED","HASKINS ROUNDSTONE, Roundstone-by-pass, Angmering, LITTLEHAMPTON, West Sussex, BN16 4BD","11/03/2022",NA,"Arun","BN16 4BD",-0.473324,50.819306
6527,"Licensing Act 2003","Premises Licence","Granted","Mr Bhavik Patel",NA,"Pick a Wish","51 High Street, Bognor Regis, West Sussex, PO21 1RX","24/11/2005",NA,"Arun","PO21 1RX",-0.674439,50.782832
115536,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco Stores Limited","15 - 17 Station Road, Bognor Regis, West Sussex, PO21 1QD","15/03/2022",NA,"Arun","PO21 1QD",-0.675957,50.785853
6865,"Licensing Act 2003","Premises Licence","Granted","HARTLEYS FOOD & DRINKS LTD",NA,"HARTLEYS FOOD & DRINKS LTD","14 Worthing Road, Rustington, LITTLEHAMPTON, West Sussex, BN16 3JX","18/03/2022",NA,"Arun","BN16 3JX",-0.503953,50.816329
116081,"Licensing Act 2003","Premises Licence","Granted","Ferring Country Centre Limited",NA,"Ferring Country Centre","Ferring Country Centre And Riding Stables, Rife Way, Ferring, Worthing, West Sussex, BN12 5JZ","13/04/2022",NA,"Arun","BN12 5JZ",-0.453318,50.814554
9221,"Licensing Act 2003","Premises Licence","Granted","Michael Anthony Lyons",NA,"THE STEAKIST","41 High Street, Arundel, West Sussex, BN18 9AG","22/03/2022",NA,"Arun","BN18 9AG",-0.554072,50.854193
6672,"Licensing Act 2003","Premises Licence","Granted","S&S @ The Fox Patching Ltd",NA,"The Fox Inn","THE FOX INN, Arundel Road, Patching, WORTHING, West Sussex, BN13 3UJ","15/03/2022",NA,"Arun","BN13 3UJ",-0.470153,50.841072
114616,"Licensing Act 2003","Premises Licence","Granted","Iceland Foods Ltd",NA,"Iceland Foods Limited","19 - 23 Surrey Street, LITTLEHAMPTON, West Sussex, BN17 5AY","29/01/2010",NA,"Arun","BN17 5AY",-0.543336,50.80887
6439,"Licensing Act 2003","Premises Licence","Granted","Mr Michael Ross Etherington",NA,"Motte & Bailey Cafe","49 High Street, Arundel, West Sussex, BN18 9AG","13/05/2016",NA,"Arun","BN18 9AG",-0.554072,50.854193
6883,"Licensing Act 2003","Premises Licence","Granted","Arundel Castle Trustees Ltd",NA,"Arundel Castle Restaurant",NA,"23/03/2022",NA,"Arun","BN18 9AB",-0.553425,50.85583
13300,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco Express, Barnham.","28 Barnham Road, Eastergate, BOGNOR REGIS, West Sussex, PO22 0ES","24/03/2022",NA,"Arun","PO22 0ES",-0.640368,50.831659
116213,"Licensing Act 2003","Premises Licence","Granted","MaeRose Distillery Ltd",NA,"MaeRose Distillery Ltd","3 Carnation Close, LITTLEHAMPTON, West Sussex, BN17 6WR","03/05/2022",NA,"Arun","BN17 6WR",-0.51639,50.820283
6572,"Licensing Act 2003","Premises Licence","Granted","Mr Orhan Gundogdu",NA,"Charcoal Restaurant","31A Station Road, Bognor Regis, West Sussex, PO21 1QD","08/01/2021",NA,"Arun","PO21 1QD",-0.675957,50.785853
114290,"Licensing Act 2003","Premises Licence","Granted","Co-Operative Group Food LTD",NA,"Co-operative Group Food Ltd","SHOP AROUND THE CLOCK AND ALDINGBOURNE POST OFFICE, Westergate Street, Westergate, CHICHESTER, West Sussex, PO20 3QL","21/04/2022",NA,"Arun","PO20 3QL",-0.669805,50.832169
116317,"Licensing Act 2003","Premises Licence","Granted","Mr Rawa Kader Ahmed",NA,"Pop In","14 High Street, LITTLEHAMPTON, West Sussex, BN17 5EE","27/05/2022",NA,"Arun","BN17 5EE",-0.544295,50.809546
116319,"Licensing Act 2003","Premises Licence","Granted","Fauna Drinks Ltd",NA,"The Old Engine Shed","Old Engine Shed, 6A, London Road, Arundel, West Sussex, BN18 9AT","26/05/2022",NA,"Arun","BN18 9AT",-0.558763,50.856409
116353,"Licensing Act 2003","Premises Licence","Granted","KOYE 2009 Ltd",NA,"V&D Station","16 Station Road, BOGNOR REGIS, West Sussex, PO21 1QE","01/06/2022",NA,"Arun","PO21 1QE",-0.675789,50.78578
113104,"Licensing Act 2003","Premises Licence","Granted","Mr Julian Clayton",NA,"Rassasy","50 Ferring Street, Ferring, Worthing, West Sussex, BN12 5JP","10/02/2020",NA,"Arun","BN12 5JP",-0.446761,50.815475
116459,"Licensing Act 2003","Premises Licence","Granted","Metsan LTD",NA,"The Mezze Turkish Restaurant","4 The Arcade, Bognor Regis, West Sussex, PO21 1LH","28/06/2022",NA,"Arun","PO21 1LH",-0.672258,50.78323
114367,"Licensing Act 2003","Premises Licence","Granted","Thai Time Midhurst Ltd",NA,"Thai Time","61 High Street, Arundel, West Sussex, BN18 9AJ","06/01/2021",NA,"Arun","BN18 9AJ",-0.554742,50.854777
116496,"Licensing Act 2003","Premises Licence","Granted","SOFIA MARKET Ltd",NA,"SOFIA MARKET","53 High Street, Bognor Regis, West Sussex, PO21 1RX","28/06/2022",NA,"Arun","PO21 1RX",-0.674439,50.782832
116507,"Licensing Act 2003","Premises Licence","Granted","Slindon College Ltd",NA,"Slindon House","Slindon College, Top Road, Slindon, Arundel, West Sussex, BN18 0RH","30/06/2022",NA,"Arun","BN18 0RH",-0.637096,50.867953
116602,"Licensing Act 2003","Premises Licence","Granted","Mr Peter Leach",NA,"The Seaview Hotel","SEAVIEW HOTEL, 127, Sea Road, East Preston, LITTLEHAMPTON, West Sussex, BN16 1PD","04/08/2016",NA,"Arun","BN16 1PD",-0.480591,50.803644
6570,"Licensing Act 2003","Premises Licence","Granted","Haven Leisure Ltd",NA,"Church Farm Holiday Village","CHURCH FARM HOLIDAY VILLAGE, Church Lane, Pagham, BOGNOR REGIS, West Sussex, PO21 4NR","20/04/2018",NA,"Arun","PO21 4NR",-0.744965,50.770249
114092,"Licensing Act 2003","Premises Licence","Granted","Gondals Sussex Ltd",NA,"Sussex News","15B Surrey Street, LITTLEHAMPTON, West Sussex, BN17 5AZ","11/01/2021",NA,"Arun","BN17 5AZ",-0.543472,50.809086
6920,"Licensing Act 2003","Premises Licence","Granted","La Campania",NA,"La Campania","51 High Street, Arundel, West Sussex, BN18 9AJ","20/09/2010",NA,"Arun","BN18 9AJ",-0.554742,50.854777
114437,"Licensing Act 2003","Premises Licence","Granted","Beach Cafe Services Ltd",NA,"Kitesurf Beach Café","The Beach Cafe, Sea Road, Rustington, Littlehampton, West Sussex, BN16 2NA","23/02/2021",NA,"Arun","BN16 2NA",-0.524333,50.804035
7740,"Licensing Act 2003","Premises Licence","Granted","Middleton Sports Club Ltd",NA,"Middleton Sports Club Limited","MIDDLETON SPORTS CLUB, 3, Sea Lane, Middleton-on-sea, BOGNOR REGIS, West Sussex, PO22 7RH","26/10/2021",NA,"Arun","PO22 7RH",-0.620294,50.793643
12718,"Licensing Act 2003","Premises Licence","Granted","Cissbury Enterprises Ltd",NA,"Cissbury House","CISSBURY, Nepcote, Findon, WORTHING, West Sussex, BN14 0SR","14/01/2014",NA,"Arun","BN14 0SR",-0.400803,50.86169
12561,"Licensing Act 2003","Premises Licence","Granted","WM Morrisons Supermarkets Limited",NA,"M Fuel","MORRISONS SUPERMARKET, Hawthorn Road, LITTLEHAMPTON, West Sussex, BN17 7LT","05/02/2020",NA,"Arun","BN17 7LT",-0.547753,50.822206
116733,"Licensing Act 2003","Premises Licence","Granted","Mrs Kimberly Ward",NA,"The Pea Pod Arundel","1, TARRANT SQUARE, Tarrant Street, ARUNDEL, West Sussex, BN18 9DE","01/11/2022",NA,"Arun","BN18 9DE",-0.555001,50.854483
6861,"Licensing Act 2003","Premises Licence","Granted","Mr Michael John Lacy",NA,"The Navigator Hotel","Navigator Hotel, 13 - 14, Marine Drive West, Bognor Regis, West Sussex, PO21 2QA","24/11/2005",NA,"Arun","PO21 2QA",-0.686418,50.780072
116761,"Licensing Act 2003","Premises Licence","Granted","Juniper Arundel Ltd",NA,"Juniper","37 Tarrant Street, Arundel, West Sussex, BN18 9DG","16/08/2022",NA,"Arun","BN18 9DG",-0.555368,50.854092
6433,"Licensing Act 2003","Premises Licence","Granted","Mr Ketulkumar Vinodchandra Patel",NA,"PATEL NEWS","29 West Street, BOGNOR REGIS, West Sussex, PO21 1XA","27/02/2015",NA,"Arun","PO21 1XA",-0.678798,50.782207
116917,"Licensing Act 2003","Premises Licence","Granted","Mr George Arulrajah Antony",NA,"BANANA LEAF CAFE","39 Worthing Road, Rustington, Littlehampton, West Sussex, BN16 3JU","14/09/2022",NA,"Arun","BN16 3JU",-0.505256,50.816418
